email_id,label,category,email_text
P0100,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.verify-login-now.net/verify.
L0966,0,legitimate,Your library book is due on Thursday. You can renew it through the library portal.
L0182,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
L1117,0,legitimate,Your order has been shipped and is expected to arrive on Friday. You can track it from your account dashboard.
L0805,0,legitimate,Reminder: your appointment with Accounts is scheduled for Thursday at 2:00 PM.
L0356,0,legitimate,Your library book is due on Thursday. You can renew it through the library portal.
P0430,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.billing-confirmation.net/verify.
L1030,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
L0487,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
L0625,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0218,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
P0030,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.secure-account-check.com/verify.
L0589,0,legitimate,Reminder: your appointment with HR is scheduled for Tuesday at 3:30 PM.
P0821,1,phishing,You are eligible for an exclusive bonus. Click https://www.account-security-alert.com/verify to claim it before midnight.
L0478,0,legitimate,"Hi Arjun, could you please send the latest version of the report when convenient?"
L0238,0,legitimate,Reminder: your appointment with Accounts is scheduled for Wednesday at 10:00 AM.
P0704,1,phishing,You are eligible for an exclusive bonus. Click https://www.reward-center-online.com/verify to claim it before midnight.
P1159,1,phishing,Security alert: We detected unusual activity on your Google account. Confirm your identity using https://www.billing-confirmation.net/verify.
P0503,1,phishing,Your employee benefits account requires verification. Sign in at https://www.verify-login-now.net/verify.
L0969,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
L0780,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0088,0,legitimate,Your order has been shipped and is expected to arrive on Friday. You can track it from your account dashboard.
L0652,0,legitimate,"Hi Rahul, here are the notes from yesterday's discussion. Please share any corrections."
P0059,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.billing-confirmation.net/verify.
P0946,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.secure-account-check.com/verify.
P0626,1,phishing,You have won a cash prize. Claim your reward now by visiting https://www.verify-login-now.net/verify.
L1024,0,legitimate,Your order has been shipped and is expected to arrive on Wednesday. You can track it from your account dashboard.
P1008,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.reward-center-online.com/verify.
P0491,1,phishing,You have won a free smartphone. Claim your reward now by visiting https://www.secure-account-check.com/verify.
L0703,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
P1054,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.secure-account-check.com/verify.
P0280,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.reward-center-online.com/verify.
L0575,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0983,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.secure-account-check.com/verify.
L0574,0,legitimate,The maintenance team will inspect the office network on Wednesday. No action is required from you.
L0437,0,legitimate,"Hi Kiran, the team meeting is scheduled for Thursday at 2:00 PM. Please let me know if you can attend."
L0232,0,legitimate,Your order has been shipped and is expected to arrive on Tuesday. You can track it from your account dashboard.
L0180,0,legitimate,"Hi Arjun, here are the notes from yesterday's discussion. Please share any corrections."
P0337,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.billing-confirmation.net/verify.
P0318,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.secure-account-check.com/verify.
L0845,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
P0877,1,phishing,You have won a free smartphone. Claim your reward now by visiting https://www.account-security-alert.com/verify.
P0200,1,phishing,You are eligible for an exclusive bonus. Click https://www.account-security-alert.com/verify to claim it before midnight.
L0396,0,legitimate,Reminder: your appointment with Accounts is scheduled for Monday at 2:00 PM.
L0946,0,legitimate,Your library book is due on Monday. You can renew it through the library portal.
L0274,0,legitimate,Your order has been shipped and is expected to arrive on Wednesday. You can track it from your account dashboard.
P0201,1,phishing,You are eligible for an exclusive bonus. Click https://www.verify-login-now.net/verify to claim it before midnight.
L0738,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
P0769,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.billing-confirmation.net/verify."
P1125,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.reward-center-online.com/verify.
P0924,1,phishing,Urgent: Your Office 365 account has been suspended. Verify your account immediately at https://www.reward-center-online.com/verify.
P0196,1,phishing,Your employee benefits account requires verification. Sign in at https://www.billing-confirmation.net/verify.
L0554,0,legitimate,"Hi Akhila, here are the notes from yesterday's discussion. Please share any corrections."
L1186,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
P0219,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.verify-login-now.net/verify.
P0820,1,phishing,Security alert: We detected unusual activity on your Google account. Confirm your identity using https://www.secure-account-check.com/verify.
P0355,1,phishing,Urgent: Your Google account has been suspended. Verify your account immediately at https://www.account-security-alert.com/verify.
P0478,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.reward-center-online.com/verify.
P0375,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.billing-confirmation.net/verify.
P1163,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.reward-center-online.com/verify.
L1106,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
L0668,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
L0957,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0355,0,legitimate,Your library book is due on Thursday. You can renew it through the library portal.
P0124,1,phishing,"You have won a $1,000 bonus. Claim your reward now by visiting https://www.billing-confirmation.net/verify."
L0110,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P1116,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.account-security-alert.com/verify.
P0453,1,phishing,You are eligible for an exclusive bonus. Click https://www.verify-login-now.net/verify to claim it before midnight.
P0677,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.account-security-alert.com/verify.
L1120,0,legitimate,Your library book is due on Wednesday. You can renew it through the library portal.
L0756,0,legitimate,The maintenance team will inspect the office network on Wednesday. No action is required from you.
L1083,0,legitimate,Your library book is due on Tuesday. You can renew it through the library portal.
P0649,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.billing-confirmation.net/verify.
P0825,1,phishing,You have won a free smartphone. Claim your reward now by visiting https://www.billing-confirmation.net/verify.
L0811,0,legitimate,Your order has been shipped and is expected to arrive on Thursday. You can track it from your account dashboard.
P0708,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.account-security-alert.com/verify.
P0081,1,phishing,Your employee benefits account requires verification. Sign in at https://www.verify-login-now.net/verify.
L1107,0,legitimate,The maintenance team will inspect the office network on Thursday. No action is required from you.
L0777,0,legitimate,"Hi everyone, today's training session will begin at 4:00 PM. The meeting link is in the calendar invitation."
L0983,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0764,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.verify-login-now.net/verify.
P0364,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.billing-confirmation.net/verify.
L0475,0,legitimate,"Hi Ananya, the design review is scheduled for Monday at 11:30 AM. Please let me know if you can attend."
P0395,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.secure-account-check.com/verify.
P0989,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.verify-login-now.net/verify.
P0403,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.account-security-alert.com/verify.
P0574,1,phishing,Your employee benefits account requires verification. Sign in at https://www.account-security-alert.com/verify.
L0802,0,legitimate,Your library book is due on Thursday. You can renew it through the library portal.
L1076,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L0417,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0947,1,phishing,Important document: Please review and sign the attached form using https://www.verify-login-now.net/verify.
P0335,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.secure-account-check.com/verify.
P0783,1,phishing,Important document: Please review and sign the attached form using https://www.reward-center-online.com/verify.
P0681,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.verify-login-now.net/verify.
L0188,0,legitimate,"Hi Arjun, here are the notes from yesterday's discussion. Please share any corrections."
P1186,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.verify-login-now.net/verify.
P0524,1,phishing,Urgent: Your Microsoft account has been suspended. Verify your account immediately at https://www.billing-confirmation.net/verify.
P0141,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.billing-confirmation.net/verify.
L0333,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P1074,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.account-security-alert.com/verify.
L0616,0,legitimate,"Hi everyone, today's training session will begin at 2:00 PM. The meeting link is in the calendar invitation."
L1183,0,legitimate,"Hi everyone, today's training session will begin at 4:00 PM. The meeting link is in the calendar invitation."
P0487,1,phishing,Your employee benefits account requires verification. Sign in at https://www.secure-account-check.com/verify.
P0831,1,phishing,Your employee benefits account requires verification. Sign in at https://www.billing-confirmation.net/verify.
L0297,0,legitimate,The maintenance team will inspect the office network on Thursday. No action is required from you.
P0151,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.secure-account-check.com/verify.
P0799,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.reward-center-online.com/verify.
L0691,0,legitimate,Your order has been shipped and is expected to arrive on Friday. You can track it from your account dashboard.
L0607,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0908,1,phishing,Important document: Please review and sign the attached form using https://www.account-security-alert.com/verify.
L0968,0,legitimate,The maintenance team will inspect the office network on Tuesday. No action is required from you.
P0173,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.verify-login-now.net/verify.
P0856,1,phishing,Important document: Please review and sign the attached form using https://www.verify-login-now.net/verify.
L0010,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
P0685,1,phishing,Your employee benefits account requires verification. Sign in at https://www.billing-confirmation.net/verify.
L1184,0,legitimate,"Hi Akhila, could you please send the latest version of the report when convenient?"
P0284,1,phishing,Your employee benefits account requires verification. Sign in at https://www.secure-account-check.com/verify.
P0785,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.account-security-alert.com/verify.
L0526,0,legitimate,The maintenance team will inspect the office network on Friday. No action is required from you.
P1200,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.verify-login-now.net/verify.
P0756,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.reward-center-online.com/verify.
P0393,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.account-security-alert.com/verify.
P0661,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.secure-account-check.com/verify.
P0602,1,phishing,You have won a free smartphone. Claim your reward now by visiting https://www.verify-login-now.net/verify.
L0544,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
L0095,0,legitimate,"Hi everyone, today's training session will begin at 3:30 PM. The meeting link is in the calendar invitation."
L0819,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
P0797,1,phishing,You have won a shopping voucher. Claim your reward now by visiting https://www.verify-login-now.net/verify.
L1014,0,legitimate,Your library book is due on Thursday. You can renew it through the library portal.
P0183,1,phishing,Important document: Please review and sign the attached form using https://www.billing-confirmation.net/verify.
L1155,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
P0222,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.verify-login-now.net/verify.
L0162,0,legitimate,"Hi everyone, today's training session will begin at 10:00 AM. The meeting link is in the calendar invitation."
L0119,0,legitimate,Your order has been shipped and is expected to arrive on Wednesday. You can track it from your account dashboard.
P0607,1,phishing,Urgent: Your cloud account has been suspended. Verify your account immediately at https://www.account-security-alert.com/verify.
L1096,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
P0944,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.billing-confirmation.net/verify."
P1043,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.secure-account-check.com/verify.
L0036,0,legitimate,Your library book is due on Friday. You can renew it through the library portal.
L0737,0,legitimate,"Hi Rahul, could you please send the latest version of the report when convenient?"
P0894,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.account-security-alert.com/verify.
L0244,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
P0885,1,phishing,Security alert: We detected unusual activity on your Google account. Confirm your identity using https://www.account-security-alert.com/verify.
L0818,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
P0377,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.billing-confirmation.net/verify."
P0314,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.secure-account-check.com/verify."
P1100,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.billing-confirmation.net/verify.
P0437,1,phishing,Important document: Please review and sign the attached form using https://www.billing-confirmation.net/verify.
P1146,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.account-security-alert.com/verify."
L1172,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
L1157,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0015,1,phishing,You are eligible for an exclusive bonus. Click https://www.secure-account-check.com/verify to claim it before midnight.
L0521,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
P0354,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.reward-center-online.com/verify.
L0208,0,legitimate,"Hi Meera, here are the notes from yesterday's discussion. Please share any corrections."
L0031,0,legitimate,Your order has been shipped and is expected to arrive on Thursday. You can track it from your account dashboard.
P0652,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.verify-login-now.net/verify.
P0359,1,phishing,You are eligible for an exclusive bonus. Click https://www.billing-confirmation.net/verify to claim it before midnight.
L0847,0,legitimate,Your order has been shipped and is expected to arrive on Tuesday. You can track it from your account dashboard.
P1098,1,phishing,You are eligible for an exclusive bonus. Click https://www.account-security-alert.com/verify to claim it before midnight.
L0028,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0480,1,phishing,Your employee benefits account requires verification. Sign in at https://www.verify-login-now.net/verify.
L1088,0,legitimate,"Hi Kiran, could you please send the latest version of the report when convenient?"
P0063,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.verify-login-now.net/verify.
L0310,0,legitimate,The maintenance team will inspect the office network on Friday. No action is required from you.
P0780,1,phishing,Important document: Please review and sign the attached form using https://www.verify-login-now.net/verify.
P0945,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.billing-confirmation.net/verify."
L0284,0,legitimate,The maintenance team will inspect the office network on Tuesday. No action is required from you.
P0097,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.secure-account-check.com/verify.
P0711,1,phishing,"You have won a $1,000 bonus. Claim your reward now by visiting https://www.secure-account-check.com/verify."
L1123,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
P0193,1,phishing,Important document: Please review and sign the attached form using https://www.billing-confirmation.net/verify.
P0719,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.account-security-alert.com/verify.
P0954,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.secure-account-check.com/verify.
L0423,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0634,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
L0372,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
L0567,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0184,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.account-security-alert.com/verify.
P0427,1,phishing,Your employee benefits account requires verification. Sign in at https://www.account-security-alert.com/verify.
L0710,0,legitimate,Your order has been shipped and is expected to arrive on Friday. You can track it from your account dashboard.
L0631,0,legitimate,"Hi everyone, today's training session will begin at 4:00 PM. The meeting link is in the calendar invitation."
L0205,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L0624,0,legitimate,"Hi Kiran, the project review is scheduled for Monday at 3:30 PM. Please let me know if you can attend."
P0537,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.reward-center-online.com/verify.
L1002,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
L0715,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0953,1,phishing,Your employee benefits account requires verification. Sign in at https://www.reward-center-online.com/verify.
P0765,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.reward-center-online.com/verify.
P0339,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.secure-account-check.com/verify.
L0693,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
P0474,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.secure-account-check.com/verify.
P0484,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.verify-login-now.net/verify.
P0258,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.account-security-alert.com/verify.
P0966,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.billing-confirmation.net/verify.
L0640,0,legitimate,Your library book is due on Wednesday. You can renew it through the library portal.
L0800,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
L1151,0,legitimate,Reminder: your appointment with Admissions is scheduled for Wednesday at 11:30 AM.
L0277,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0210,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.account-security-alert.com/verify.
P0702,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.billing-confirmation.net/verify.
P0801,1,phishing,Security alert: We detected unusual activity on your cloud account. Confirm your identity using https://www.secure-account-check.com/verify.
P0298,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.verify-login-now.net/verify.
L0977,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
P0170,1,phishing,You have won a $500 gift card. Claim your reward now by visiting https://www.billing-confirmation.net/verify.
P0666,1,phishing,Urgent: Your company account has been suspended. Verify your account immediately at https://www.secure-account-check.com/verify.
L0309,0,legitimate,Reminder: your appointment with Accounts is scheduled for Tuesday at 10:00 AM.
P0381,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.reward-center-online.com/verify.
P0630,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.reward-center-online.com/verify.
L0852,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
L0472,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
P0278,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.reward-center-online.com/verify.
L0546,0,legitimate,"Hi Akhila, the client meeting is scheduled for Wednesday at 4:00 PM. Please let me know if you can attend."
L0219,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
P0302,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.billing-confirmation.net/verify.
P0446,1,phishing,Urgent: Your Office 365 account has been suspended. Verify your account immediately at https://www.verify-login-now.net/verify.
P0121,1,phishing,Your employee benefits account requires verification. Sign in at https://www.account-security-alert.com/verify.
L0094,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
P0010,1,phishing,Security alert: We detected unusual activity on your company account. Confirm your identity using https://www.secure-account-check.com/verify.
P0409,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.billing-confirmation.net/verify.
L1192,0,legitimate,"Hi Priya, could you please send the latest version of the report when convenient?"
P1199,1,phishing,Your employee benefits account requires verification. Sign in at https://www.secure-account-check.com/verify.
L0716,0,legitimate,"Hi Akhila, the client meeting is scheduled for Thursday at 4:00 PM. Please let me know if you can attend."
P0144,1,phishing,Important document: Please review and sign the attached form using https://www.account-security-alert.com/verify.
L0855,0,legitimate,"Hi Akhila, could you please send the latest version of the report when convenient?"
L0330,0,legitimate,The maintenance team will inspect the office network on Tuesday. No action is required from you.
L0171,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0175,1,phishing,Your employee benefits account requires verification. Sign in at https://www.billing-confirmation.net/verify.
P0508,1,phishing,Your employee benefits account requires verification. Sign in at https://www.verify-login-now.net/verify.
P0435,1,phishing,Security alert: We detected unusual activity on your Office 365 account. Confirm your identity using https://www.verify-login-now.net/verify.
L1068,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L0831,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P1053,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.account-security-alert.com/verify.
P0203,1,phishing,Important document: Please review and sign the attached form using https://www.secure-account-check.com/verify.
P0171,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.billing-confirmation.net/verify.
L0429,0,legitimate,Reminder: your appointment with Student Services is scheduled for Thursday at 2:00 PM.
L0673,0,legitimate,"Hi Ananya, here are the notes from yesterday's discussion. Please share any corrections."
L0305,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L0513,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
L0615,0,legitimate,"Hi Sanjay, the project review is scheduled for Monday at 11:30 AM. Please let me know if you can attend."
L0165,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
P0131,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.secure-account-check.com/verify.
L1052,0,legitimate,"Please find the meeting agenda attached. We will discuss milestones, risks, and next week's tasks."
P1111,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.reward-center-online.com/verify.
L0213,0,legitimate,Reminder: your appointment with IT Support is scheduled for Tuesday at 10:00 AM.
L1047,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
L0339,0,legitimate,The maintenance team will inspect the office network on Friday. No action is required from you.
P0084,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.secure-account-check.com/verify.
P0973,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.secure-account-check.com/verify.
L1188,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
P0569,1,phishing,You have won a cash prize. Claim your reward now by visiting https://www.secure-account-check.com/verify.
P0527,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.account-security-alert.com/verify.
L0111,0,legitimate,Your library book is due on Wednesday. You can renew it through the library portal.
L0069,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
L0131,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
L0712,0,legitimate,Your order has been shipped and is expected to arrive on Friday. You can track it from your account dashboard.
L0099,0,legitimate,Your library book is due on Tuesday. You can renew it through the library portal.
L0203,0,legitimate,"Hi everyone, today's training session will begin at 4:00 PM. The meeting link is in the calendar invitation."
P1150,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.secure-account-check.com/verify.
L0321,0,legitimate,Reminder: your appointment with Student Services is scheduled for Wednesday at 4:00 PM.
L0877,0,legitimate,The maintenance team will inspect the office network on Wednesday. No action is required from you.
L0496,0,legitimate,"Hi everyone, today's training session will begin at 10:00 AM. The meeting link is in the calendar invitation."
P0814,1,phishing,You are eligible for an exclusive bonus. Click https://www.secure-account-check.com/verify to claim it before midnight.
L0907,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
L0092,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
P0215,1,phishing,Important document: Please review and sign the attached form using https://www.reward-center-online.com/verify.
P0707,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.verify-login-now.net/verify.
P0275,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.secure-account-check.com/verify.
P0006,1,phishing,You are eligible for an exclusive bonus. Click https://www.verify-login-now.net/verify to claim it before midnight.
P0933,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.billing-confirmation.net/verify.
P0614,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.reward-center-online.com/verify."
L0283,0,legitimate,Reminder: your appointment with Student Services is scheduled for Monday at 3:30 PM.
P0706,1,phishing,Final notice: Your account will be closed unless you verify your password at https://www.account-security-alert.com/verify.
P0330,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.reward-center-online.com/verify.
L0913,0,legitimate,Your package is ready for pickup at the collection desk during normal working hours.
P0155,1,phishing,Important document: Please review and sign the attached form using https://www.billing-confirmation.net/verify.
L1190,0,legitimate,The department has approved the leave request. Please check the HR portal for the updated balance.
P1184,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.account-security-alert.com/verify.
L0263,0,legitimate,Thank you for contacting support. We have created a ticket and will respond within two business days.
L0268,0,legitimate,Thanks for your application. We will review your documents and contact you with the next steps.
L0345,0,legitimate,"Hi Priya, here are the notes from yesterday's discussion. Please share any corrections."
P1168,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.reward-center-online.com/verify.
L1154,0,legitimate,"Hi everyone, today's training session will begin at 2:00 PM. The meeting link is in the calendar invitation."
P0786,1,phishing,Action required: Your subscription payment failed. Reactivate it immediately at https://www.reward-center-online.com/verify.
L0669,0,legitimate,"Hi Sanjay, here are the notes from yesterday's discussion. Please share any corrections."
L0024,0,legitimate,"Hi everyone, today's training session will begin at 4:00 PM. The meeting link is in the calendar invitation."
L0581,0,legitimate,The finance team has shared the monthly expense report. Please review the figures before Friday.
L0804,0,legitimate,The maintenance team will inspect the office network on Friday. No action is required from you.
P1089,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.billing-confirmation.net/verify."
L0375,0,legitimate,Reminder: your appointment with Accounts is scheduled for Tuesday at 3:30 PM.
L0009,0,legitimate,Your order has been shipped and is expected to arrive on Wednesday. You can track it from your account dashboard.
L0694,0,legitimate,"Hi Kiran, the design review is scheduled for Wednesday at 10:00 AM. Please let me know if you can attend."
P0859,1,phishing,Security alert: We detected unusual activity on your banking account. Confirm your identity using https://www.verify-login-now.net/verify.
P1050,1,phishing,Congratulations! You have been selected for a cash reward. Submit your details at https://www.verify-login-now.net/verify.
L0650,0,legitimate,Reminder: your appointment with Admissions is scheduled for Thursday at 3:30 PM.
L0518,0,legitimate,"Hi everyone, today's training session will begin at 2:00 PM. The meeting link is in the calendar invitation."
P0896,1,phishing,Security alert: We detected unusual activity on your PayPal account. Confirm your identity using https://www.billing-confirmation.net/verify.
P0256,1,phishing,Your tax refund is ready. Confirm your bank information at https://www.secure-account-check.com/verify.
P0608,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.secure-account-check.com/verify."
L0108,0,legitimate,"Hi everyone, today's training session will begin at 2:00 PM. The meeting link is in the calendar invitation."
P1162,1,phishing,Your mailbox is over its storage limit. Login now to prevent email deactivation: https://www.verify-login-now.net/verify.
P0213,1,phishing,Important document: Please review and sign the attached form using https://www.secure-account-check.com/verify.
L0701,0,legitimate,"Hello team, the weekly project update is attached. Please review it before the meeting."
P0932,1,phishing,Your payment was declined. Update your billing information within 24 hours at https://www.verify-login-now.net/verify.
P1012,1,phishing,"We noticed a login from a new device. If this was not you, secure your account at https://www.verify-login-now.net/verify."
L0060,0,legitimate,"Hi Ananya, could you please send the latest version of the report when convenient?"
P0646,1,phishing,"You have won a $1,000 bonus. Claim your reward now by visiting https://www.billing-confirmation.net/verify."
P0830,1,phishing,Your password expires today. Keep your account active by confirming it at https://www.account-security-alert.com/verify.
